feedback_id,order_id,customer_id,rating,feedback_category,sentiment,feedback_date
8223518,1752712049,56195475,1,product quality,negative,2023-11-08
9824318,8187201830,82529927,1,delivery,neutral,2023-06-28
155823,6900896329,65903057,2,product quality,negative,2024-01-12
8929126,3793977529,21425168,3,app experience,negative,2024-05-21
4246063,194459698,88553721,3,customer service,negative,2023-07-20
3868817,9330447952,37362180,5,app experience,negative,2024-03-05
4803949,2097372277,14693393,2,delivery,negative,2023-11-17
3503829,7060954153,91130614,1,product quality,negative,2024-06-05
5317931,2921310646,40117357,1,product quality,neutral,2023-12-17
9867595,3983082555,51670882,1,app experience,positive,2024-11-22
8397738,4867298468,13492411,1,customer service,positive,2023-07-30
5957084,3402631472,52032226,2,app experience,neutral,2024-12-17
7055438,1648146562,95364457,5,customer service,positive,2023-08-16
1541416,5907766010,12272282,1,customer service,positive,2024-01-16
6026642,9233577456,96853930,4,customer service,neutral,2024-11-21
9374067,4084808075,65815155,3,delivery,negative,2024-05-25
2882544,7217049550,24137201,5,app experience,positive,2024-06-03
204656,1831943568,69863493,4,delivery,positive,2025-01-02
2967054,8707473624,22524981,1,product quality,neutral,2024-02-19
3845089,7075868285,5226128,4,customer service,negative,2024-05-24
1340997,5164162918,96903782,3,product quality,neutral,2024-12-30
3398355,2175298644,72132838,1,product quality,negative,2024-04-16
6947439,5882568464,49258916,1,product quality,negative,2023-05-31
9014950,7847708619,35402531,4,delivery,positive,2024-01-21
2078359,6366048116,78732957,2,product quality,negative,2024-04-15
3932357,4926287333,31233120,4,app experience,positive,2023-09-09
5741711,5532838325,6982488,3,app experience,neutral,2024-05-19
4442615,2567996236,81584486,2,app experience,positive,2024-01-14
4723875,2655613624,46623192,1,product quality,negative,2024-02-20
5656291,7706089549,44562310,2,delivery,negative,2024-03-20
8321966,8257370396,25221501,3,delivery,neutral,2023-12-03
8155170,8623808984,37551429,1,customer service,negative,2023-11-26
5872422,7579506101,72366758,4,delivery,negative,2024-07-22
9359651,8861024199,29902416,5,app experience,negative,2024-08-18
1401798,7666131311,84456355,3,product quality,negative,2024-09-07
548051,103589925,65406127,1,delivery,neutral,2024-04-13
3289239,7346858138,16785724,3,app experience,neutral,2023-11-21
5311374,4963962664,80935110,1,product quality,negative,2023-03-31
4087466,9069936094,90696847,3,product quality,negative,2024-12-13
6929749,4665363191,73660582,2,customer service,neutral,2023-11-17
4628311,888510905,27824078,1,product quality,negative,2024-01-16
2039982,6876091286,49136375,3,delivery,positive,2024-09-20
9983423,2592923105,78806824,5,app experience,neutral,2024-05-13
124895,2468550508,59620534,1,product quality,negative,2023-09-23
7726560,5302956276,97111069,2,delivery,positive,2024-10-23
2785472,9409714182,59110513,1,product quality,negative,2024-01-03
4702181,1446221570,59216664,1,delivery,negative,2023-09-12
2086599,8250036360,88203688,3,product quality,negative,2023-09-17
6731871,447464341,89669139,5,delivery,positive,2024-10-21
4823203,15642223,85020453,3,customer service,negative,2023-09-26
5634256,3285378238,66943324,1,product quality,negative,2024-06-23
4497966,2356483296,49529811,1,app experience,negative,2023-08-15
4511231,3382911339,23380116,1,delivery,negative,2024-11-03
6640423,3690872026,1152215,5,app experience,neutral,2024-04-15
4598422,6755367585,54057428,1,delivery,negative,2025-01-12
2863015,6835850079,68965787,1,delivery,negative,2024-01-12
6819603,9345418784,58644651,1,customer service,positive,2024-11-16
452916,7185243614,51994597,,,,
656526,2319044818,82425179,4,app experience,positive,2024-01-15
5638985,931834374,17392512,2,,negative,2024-06-29
4877018,8485398781,40593638,5,customer service,neutral,2024-03-05
7936833,9806464912,31981068,5,customer service,neutral,2023-12-21
8490631,8214365128,42012717,1,product quality,negative,2023-05-18
2227649,137089318,6637282,1,delivery,negative,2024-01-06
3701423,7615602420,63402854,4,app experience,positive,2024-08-05
984672,3995348964,44828791,1,app experience,neutral,2024-07-23
9159442,3816542830,81822935,3,customer service,negative,2024-09-21
9759244,9665004924,90184276,1,product quality,negative,2024-01-24
1368053,1728547597,98444183,1,product quality,negative,2024-12-02
9615162,5311190131,19482392,1,product quality,negative,2024-10-21
2387908,9581592141,64562786,4,delivery,neutral,2023-06-29
5412085,4848863693,63217390,1,delivery,negative,2023-10-05
8181854,6374883107,23126657,3,app experience,positive,2024-02-03
7769298,3270131216,56604077,2,delivery,neutral,2023-07-25
7117861,2643382562,54338574,3,customer service,neutral,2023-11-24
1195641,5212524996,45071436,1,product quality,negative,2023-05-30
2453413,9594095277,27604184,3,product quality,neutral,2025-01-12
5230626,8375863419,76971644,1,delivery,negative,2024-06-13
8819767,7523880783,21481338,5,delivery,neutral,2024-03-15
7097350,9670158103,63262519,1,product quality,negative,2024-07-25
5898681,4344108631,45804389,1,product quality,neutral,2023-12-02
342939,2237858,48281892,1,app experience,negative,2023-09-14
8696239,3217791988,92642745,4,customer service,negative,2024-10-24
3354195,3355718103,91196901,2,customer service,negative,2023-11-19
7941313,9590518103,62323608,3,customer service,negative,2024-06-26
4319900,6610120274,89910157,1,app experience,neutral,2024-05-28
2998003,1180899898,16420489,4,app experience,negative,2023-08-04
5415775,8758992688,11616535,1,customer service,negative,2024-05-27
2249681,6965716176,12851610,4,app experience,positive,2025-02-02
884092,5527742274,57956497,3,product quality,neutral,2024-04-14
2669997,826610039,29431960,4,delivery,negative,2023-07-29
6147300,3303891913,84361534,4,customer service,negative,2023-12-05
1133033,2489292878,59240916,3,delivery,positive,2023-08-10
6280990,8589851630,5386246,5,app experience,negative,2023-11-29
6220409,4598897781,77625089,3,delivery,positive,2023-08-02
1362938,6932356214,58942207,5,app experience,positive,2024-11-14
6479101,3499004322,70363568,2,delivery,negative,2025-02-04
7009664,7517620171,25128143,4,app experience,neutral,2024-01-05
7539811,172987148,71607166,1,product quality,neutral,2024-09-13
2158528,8347207794,34853377,2,app experience,positive,2024-12-21
9276057,9472355181,81462774,3,product quality,negative,2024-06-25
5624036,1315064289,74735607,1,product quality,negative,2024-04-23
311559,9371869941,53076417,2,delivery,negative,2024-08-06
4017146,5184568404,93507573,1,product quality,neutral,2024-07-06
3065772,5891002534,41494517,1,app experience,negative,2024-09-15
5629046,1479730711,90647204,3,product quality,negative,2024-01-28
8946499,7651037338,31576845,3,delivery,negative,2024-08-28
5974536,8763754537,97873848,5,customer service,neutral,2024-04-19
2970671,7683813608,99707100,5,delivery,negative,2023-11-10
8603661,6722955128,8351747,4,customer service,positive,2024-06-06
2821634,8259274680,60379302,4,app experience,negative,2023-10-30
1458528,4620484274,58111297,3,app experience,positive,2024-03-26
7108665,8260569466,59323931,4,customer service,positive,2024-02-12
1780260,8498916204,47625855,2,product quality,negative,2024-02-28
8972017,3209538967,41874489,4,delivery,negative,2024-01-18
2696658,2570640420,10418604,1,product quality,negative,2024-12-23
7209690,2066843639,69516494,3,app experience,neutral,2023-06-13
620534,7402125753,12500465,3,app experience,negative,2024-05-30
5723757,9171089443,46185579,1,product quality,negative,2024-10-31
4764529,3272079644,51592174,2,customer service,neutral,2023-06-13
2328761,438111050,74174956,2,app experience,positive,2024-05-23
7125541,7416160835,29324437,1,delivery,negative,2023-10-01
6647694,4075074492,12778027,5,customer service,positive,2024-12-28
3834361,5536024334,15661674,2,app experience,neutral,2024-08-14
8246307,2013140214,39674723,1,delivery,negative,2024-07-30
368868,1113582397,53292177,4,delivery,neutral,2023-08-22
8644322,1083928258,14705462,1,product quality,negative,2023-04-22
431770,4906957374,30029998,3,product quality,neutral,2023-03-30
4301590,1876614122,97678578,4,delivery,positive,2024-03-20
4858394,6556180328,10562528,2,delivery,neutral,2023-12-21
664713,7960553477,4356173,1,product quality,negative,2023-08-30
3359106,6335972517,18256339,1,app experience,negative,2024-11-05
9101724,6254948159,42615134,2,delivery,neutral,2023-11-04
1527070,7527936057,63971358,4,delivery,positive,2023-09-07
7488100,6257851675,65488134,2,customer service,negative,2023-03-27
9371226,6832610950,77811864,1,product quality,negative,2023-04-09
5360361,5085005195,2684440,1,app experience,positive,2024-08-12
3907325,2177207547,92245432,2,product quality,negative,2023-12-21
3539036,3043364543,21597477,3,customer service,negative,2023-10-01
4050948,2823404098,81377917,2,delivery,neutral,2023-08-07
1482144,646676955,93018527,1,delivery,neutral,2024-11-02
5410910,5756607486,27709218,1,delivery,negative,2024-03-14
8712624,9373691795,87463923,3,delivery,negative,2024-07-29
152857,2611601543,61753272,1,product quality,negative,2023-11-03
8810490,1491360686,90649019,1,delivery,negative,2024-09-20
5996564,1824533423,2233446,2,app experience,neutral,2024-09-23
5200721,2913841018,46675763,3,delivery,neutral,2023-11-07
6206688,3141803761,34787383,2,delivery,positive,2024-09-18
5893926,6184484468,40275138,5,delivery,neutral,2024-11-10
1951970,4599327740,77862447,1,product quality,negative,2023-05-31
6417467,7479207574,64846124,4,customer service,positive,2023-11-16
6344921,2996133401,83964902,2,customer service,neutral,2024-03-24
9105016,5972410040,19179897,1,app experience,neutral,2024-02-12
8394978,4007593324,68703613,1,app experience,neutral,2024-03-22
7503786,3428454405,93018527,1,product quality,negative,2024-06-29
5294166,1160646195,5700842,3,customer service,negative,2024-03-05
4933025,4376524554,72576730,1,delivery,negative,2024-08-29
8666461,1519072771,70615775,1,app experience,positive,2023-11-21
4411189,8203685394,40192266,5,customer service,positive,2024-08-04
8338096,7906789850,32006907,1,app experience,neutral,2024-02-21
2576772,8073770046,87943214,4,app experience,neutral,2024-04-07
9783357,5190202949,40727086,3,delivery,neutral,2024-10-31
3189037,8542325207,9573071,3,delivery,negative,2024-04-21
1014933,7566730050,39153585,3,delivery,negative,2024-02-06
7831309,176509722,65221572,4,app experience,neutral,2024-07-06
2930645,1894603222,21697638,2,delivery,negative,2024-02-05
3295542,2694800415,36675827,4,delivery,negative,2024-10-23
3697985,5879390688,77869660,2,app experience,positive,2023-07-31
5094022,1197715978,625395,4,delivery,negative,2023-10-02
2244526,7790696031,34580200,1,app experience,neutral,2024-12-03
2554640,2189360099,68714053,1,delivery,negative,2024-08-30
8388648,3542041943,55007963,1,product quality,neutral,2024-04-20
4530836,9202469009,37362180,2,product quality,negative,2025-01-03
9766944,3985829990,81808190,3,delivery,neutral,2023-07-16
2379314,4341872315,71755645,1,customer service,positive,2023-08-10
4321551,4748123248,24144240,4,delivery,positive,2024-12-30
3859387,99905061,47590944,2,app experience,neutral,2024-05-03
9394914,9118004489,37288781,1,delivery,negative,2024-07-18
7557581,1696936610,25795941,5,app experience,negative,2023-08-23
4338034,155669553,88779806,2,product quality,negative,2023-05-18
6405074,2885541999,40275138,4,delivery,negative,2024-05-16
5118869,2846340681,77085443,1,product quality,neutral,2024-04-27
2302167,963715332,21948041,3,app experience,negative,2024-08-18
3929456,2807634451,84986716,5,app experience,neutral,2023-04-22
2836853,3046341241,82286725,2,product quality,negative,2025-01-07
2093186,485687952,8228843,5,app experience,neutral,2024-09-24
5189587,7660904370,30455484,4,delivery,negative,2024-10-16
6073546,9753033954,83577942,2,,positive,2024-08-12
6258873,9509887699,23448955,4,app experience,positive,2023-12-17
1858190,1054122071,97557157,5,customer service,positive,2024-02-13
9033997,9135272808,21701991,1,delivery,neutral,2024-03-25
5390765,597447215,39957741,1,delivery,negative,2024-04-23
7518371,5562099656,3872421,4,customer service,negative,2024-03-20
7693641,4122736828,47590944,5,app experience,positive,2023-11-16
9979648,7238138072,32929817,4,customer service,negative,2023-07-12
6642426,6244736404,8791577,3,customer service,positive,2024-03-15
1322588,1297341963,70230254,5,delivery,neutral,2024-07-25
4704197,3842442278,89223620,2,product quality,negative,2023-07-24
3164637,9576684860,9347990,5,customer service,negative,2023-11-07
5393889,1592757566,78903046,5,app experience,negative,2023-05-29
7087910,5060677329,68219091,4,customer service,negative,2024-09-25
7638910,2241930006,66943324,1,product quality,negative,2024-03-06
8014010,3246505078,45481936,1,product quality,neutral,2023-08-02
4506732,5870152806,376144,2,app experience,negative,2024-08-19
2676781,8919999754,8395610,3,app experience,positive,2024-07-28
707024,1080338783,1601161,2,delivery,negative,2023-06-09
100920,4641905606,40667183,5,customer service,neutral,2024-10-03
3267226,9456413999,32019725,1,customer service,neutral,2024-06-23
1280415,4764056827,8025622,4,delivery,negative,2024-08-26
7534424,5168057633,45477575,4,customer service,neutral,2023-12-24
9465640,1442559656,85074810,4,delivery,negative,2023-05-31
208094,6590257283,2058037,3,customer service,neutral,2024-10-18
1712363,3429671763,21481338,5,delivery,negative,2023-09-12
4533038,4750086089,97259564,1,product quality,negative,2023-07-06
6503213,3204128006,62323608,1,customer service,neutral,2023-11-03
3773206,3171917027,55936462,4,customer service,neutral,2024-08-03
7239225,8814047085,68475914,2,delivery,negative,2023-11-04
3992027,1889723479,5754255,2,delivery,neutral,2024-08-02
8608633,942025494,62679120,1,delivery,positive,2024-09-25
8499058,4104444500,57526322,1,delivery,neutral,2023-08-12
7695538,7562260313,13871547,2,delivery,neutral,2024-11-08
6848727,7140244766,86067293,1,delivery,positive,2024-01-30
7874507,7967974077,45066676,3,delivery,negative,2023-06-12
7897801,7456822422,81822935,3,delivery,negative,2025-01-15
3955477,4813468096,34668988,1,delivery,negative,2024-07-03
8361895,8618576020,15484407,,,,
8998981,3727646442,12077371,4,delivery,negative,2024-06-12
8658242,9208156337,39959491,3,customer service,positive,2024-05-19
6830287,8328118787,14839726,4,customer service,neutral,2024-03-03
3971008,580528836,91550885,2,app experience,positive,2024-09-06
2149421,3350662630,60620291,5,delivery,neutral,2023-07-14
7486824,6716381725,19682060,5,customer service,negative,2024-02-17
5794134,2249567137,20298398,4,customer service,negative,2024-07-26
428746,7484465509,73393269,4,delivery,neutral,2023-06-04
9959366,2577208156,86995126,3,app experience,negative,2024-05-14
1047169,3321905621,37759707,3,delivery,negative,2024-01-24
3666835,6686839282,71615827,1,delivery,negative,2024-09-02
4528424,5095558661,70220141,4,delivery,neutral,2023-09-03
1661576,112658009,35144658,5,app experience,positive,2023-12-05
3214742,1343610513,18113428,5,customer service,positive,2024-08-09
9348855,7190610535,59094034,1,delivery,negative,2024-11-24
1880170,5069426001,31940833,2,delivery,neutral,2024-01-12
4822708,5655369002,19091057,2,product quality,negative,2023-09-25
2640301,5761530160,84824280,2,customer service,positive,2024-05-11
5886463,4772519706,17106161,4,customer service,negative,2024-08-31
198798,8209051735,69416782,5,customer service,neutral,2023-10-28
6189650,4870391666,80935110,1,delivery,positive,2023-12-18
6113964,7777975083,92098757,2,product quality,neutral,2024-05-04
990607,8713948756,65514005,5,app experience,positive,2024-11-19
3349831,6191050157,90021871,5,delivery,neutral,2024-03-02
4202073,4060449266,1771249,1,app experience,neutral,2023-11-14
4356181,5657605506,63402854,1,delivery,positive,2024-05-04
5935254,8851743592,70608515,4,delivery,neutral,2023-11-02
7700843,4689717606,91791128,1,,neutral,2023-12-30
1919314,2860246948,8791577,3,customer service,neutral,2024-06-29
4463843,2875550803,40387944,3,delivery,neutral,2024-10-01
5430121,5340575011,77015367,2,customer service,negative,2024-07-17
2057194,7717156533,18791381,1,customer service,positive,2024-09-21
4780931,8297255359,56764791,4,delivery,negative,2023-12-04
5723232,7873234939,31923338,1,product quality,negative,2023-07-11
6433218,3668515922,22321208,2,app experience,negative,2024-12-23
7072403,8356690330,88324928,1,delivery,negative,2023-10-01
118938,3508620293,40277444,1,delivery,negative,2024-07-28
1423397,9998297778,7728406,2,delivery,negative,2024-07-19
5419897,3898421710,78750264,3,product quality,negative,2023-09-07
1233739,3960980694,52417972,3,app experience,positive,2023-11-01
5454727,5008395294,1108176,2,product quality,neutral,2024-07-29
7321410,3722869004,66140659,5,app experience,neutral,2024-07-09
1535389,8391555591,14006996,2,app experience,negative,2024-02-01
1932105,8063730776,95912198,5,customer service,positive,2024-03-20
2485712,9052752169,62510499,1,delivery,positive,2023-05-14
7095114,7471416647,75566105,3,delivery,negative,2024-03-30
8754801,848332407,376144,5,app experience,positive,2023-04-16
708906,4062701987,8383197,1,app experience,neutral,2024-05-24
6114451,8723912832,94552818,2,delivery,negative,2023-08-25
3904154,9099298435,2233446,2,customer service,positive,2023-10-06
6331158,5645691241,3786105,1,delivery,negative,2024-04-10
5337672,8258019846,61024977,1,customer service,negative,2024-12-09
6075585,2732162016,99361865,2,customer service,neutral,2023-09-10
9148692,1561902412,91448742,1,customer service,neutral,2024-10-17
2620357,8979476889,49970560,1,product quality,negative,2023-05-15
2110118,8373953053,46515922,5,customer service,positive,2024-11-02
3923366,7021309133,59353207,2,customer service,positive,2024-12-04
4219934,3447085029,188838,3,product quality,neutral,2024-08-24
7017828,9284767341,82160592,1,delivery,negative,2024-03-02
3124544,9770431940,86715467,1,customer service,neutral,2024-02-22
4248541,9650124390,46717997,2,customer service,positive,2024-10-15
6816809,9826894858,67386193,1,customer service,neutral,2024-05-01
6782753,4466839873,8361353,1,product quality,negative,2024-09-17
6472024,4331471900,59094034,2,product quality,neutral,2024-06-29
3791212,5777824005,73428596,2,product quality,negative,2024-02-25
3707264,8795242622,90246977,1,product quality,neutral,2023-08-08
5712937,8561878376,12272282,2,customer service,positive,2023-12-30
1999063,2113243643,66269844,4,app experience,negative,2023-10-07
4759404,8497820340,90586029,5,delivery,positive,2024-11-12
2811358,3167184563,43860025,1,product quality,negative,2023-11-01
316860,9997121955,46623192,5,delivery,neutral,2024-03-15
9479999,2954397481,93318833,2,customer service,neutral,2023-08-12
8778008,8125884987,31718565,3,app experience,neutral,2023-11-12
7865973,3765873352,48418662,1,product quality,negative,2024-03-29
6378864,7733310993,10562528,5,delivery,positive,2023-10-21
721269,738093341,30823988,1,product quality,negative,2024-09-13
1943305,1837574319,24821281,5,customer service,positive,2023-12-10
4321323,2468420564,92027021,1,product quality,negative,2024-01-23
8770514,5368005763,84824280,3,customer service,neutral,2024-08-03
4021637,3823949592,1683786,3,delivery,negative,2023-12-17
8963005,6298008063,24104630,2,delivery,negative,2023-07-27
1079217,2499190829,17159117,2,customer service,neutral,2023-09-23
2559841,491116137,71615827,2,product quality,neutral,2023-12-07
3146820,2206269404,96009692,5,app experience,negative,2024-02-17
5129748,1330806043,29415527,5,app experience,neutral,2024-04-25
3324824,6770858376,39957741,3,delivery,negative,2024-06-23
3538390,4466716432,29689766,4,delivery,negative,2024-04-04
9243996,8292554686,80833965,5,app experience,positive,2024-04-24
6981223,4204069161,31576845,3,product quality,negative,2023-05-16
9234407,2163079658,74833221,1,app experience,neutral,2023-09-09
4644037,6971561757,64940409,1,product quality,negative,2024-03-29
1323945,7965253060,95912198,1,app experience,positive,2024-06-05
8197033,8939040193,59141605,2,product quality,neutral,2024-02-18
6928781,8322028211,54952806,5,delivery,negative,2024-03-05
9727313,6865922682,14255231,2,customer service,negative,2023-08-22
6572292,5912729079,90919603,1,product quality,negative,2024-03-17
8486730,8764776130,32054313,1,delivery,negative,2024-03-13
1380291,7769965629,65815155,2,product quality,neutral,2023-06-20
2798148,2166463032,98930670,3,,neutral,2024-09-08
1338602,7035343259,63310076,4,delivery,negative,2023-05-12
1199866,8914775994,68985290,5,customer service,positive,2023-10-30
4877828,7565647347,15808945,2,product quality,negative,2024-03-26
2978050,6172215120,87823209,5,customer service,neutral,2023-09-25
6330069,4043585691,61121421,4,customer service,negative,2024-10-31
9323104,3735186180,98709982,2,customer service,negative,2024-11-12
7074464,5281459433,85519349,2,app experience,neutral,2024-09-26
9615396,424087401,90753712,4,delivery,neutral,2024-03-03
8636120,884327245,24337950,2,product quality,negative,2024-02-04
9072122,6318008970,30265929,4,app experience,positive,2023-10-29
6779760,3792751421,2414265,3,delivery,negative,2024-03-02
7834463,5471255539,15391556,1,app experience,negative,2023-12-30
5270693,9917290378,6245778,2,delivery,negative,2024-11-19
6489502,208989475,94713625,3,delivery,neutral,2024-01-04
6445544,7672827556,70589930,3,product quality,neutral,2024-01-03
610781,3792912325,39153585,4,delivery,negative,2023-04-04
7850415,2478533601,9097480,5,app experience,neutral,2024-10-28
946859,2255745327,58974323,4,customer service,positive,2024-04-25
8497609,8612261848,46208150,1,delivery,positive,2023-08-27
1479097,6949810049,87463923,5,delivery,positive,2024-10-01
8915207,2399456941,47625855,2,delivery,positive,2024-02-20
960721,6292969164,45477575,5,app experience,negative,2024-03-18
2966033,2929485756,30979436,1,customer service,positive,2023-04-26
7025995,8757869416,85518832,2,app experience,neutral,2024-10-13
7716158,2653966619,52428250,1,product quality,neutral,2023-06-14
3761883,336103625,28663279,5,delivery,negative,2024-02-24
1228177,3727289407,10225164,2,product quality,neutral,2023-10-19
7485105,701250513,10240052,3,delivery,negative,2023-06-23
1700955,101816977,26903313,2,product quality,negative,2024-04-25
5249664,7838223552,85854265,3,customer service,positive,2024-10-29
3834078,4123140013,80759416,1,delivery,positive,2024-09-29
3026460,9821008306,49433260,3,product quality,negative,2024-10-20
8411117,5414882934,44223796,2,delivery,negative,2024-02-05
5879083,9257313140,24337950,2,product quality,negative,2024-02-11
8820500,3857021231,91973128,1,product quality,negative,2023-08-26
9689536,1606381345,31940833,1,delivery,negative,2023-07-29
2324970,239830094,99627097,4,customer service,negative,2023-11-12
8997357,580582858,59398136,1,app experience,neutral,2024-09-05
2167745,4191340899,90649019,3,delivery,negative,2024-10-13
4994524,1013630716,85763665,3,customer service,positive,2024-02-08
7633938,8220017366,91550885,3,app experience,negative,2023-03-29
6208391,4353485612,77007315,4,,positive,2023-10-01
4852214,8682172393,97141762,2,delivery,negative,2024-10-15
2090936,4085089017,50899600,4,delivery,neutral,2023-05-11
6943792,1287686307,79076101,3,delivery,neutral,2023-05-20
3001571,4425450216,40192266,3,customer service,positive,2024-10-28
3362804,7799346570,37947202,5,app experience,positive,2023-05-24
5222661,5917975686,37054866,1,delivery,negative,2023-06-14
8408734,9588500388,84448310,3,delivery,negative,2024-02-28
2865376,3963207709,99893898,2,delivery,negative,2024-04-15
3485907,2217466286,9278983,3,customer service,neutral,2024-09-25
3564429,7130088913,86444757,1,product quality,neutral,2023-12-04
2354061,9064682961,17597449,1,product quality,negative,2023-08-18
5143392,6060156146,92404798,3,delivery,negative,2024-06-08
6081659,3106610673,74762653,3,product quality,negative,2024-03-19
9081242,442408751,56780331,2,delivery,neutral,2024-04-17
7676494,353571238,60561655,5,customer service,positive,2023-12-27
3372274,4670530333,42723554,1,product quality,neutral,2023-10-20
2668183,4961370923,61020,4,app experience,positive,2023-10-13
9017576,8946821991,31582950,1,delivery,negative,2023-07-13
9615817,5720622852,66130660,1,product quality,negative,2023-04-20
2674022,7305353953,42012717,2,app experience,negative,2023-05-19
3483103,1402723627,85006599,3,customer service,neutral,2024-08-29
5247856,9820620357,243838,4,delivery,negative,2023-11-03
1347300,1930286155,51034600,3,delivery,negative,2024-08-05
8833557,6759029950,83577942,2,delivery,negative,2023-07-09
9418089,9032188284,59427862,2,customer service,positive,2024-05-16
8553394,9490161602,28663279,3,delivery,negative,2023-12-29
2206753,8565257085,33034249,5,customer service,positive,2023-04-30
7654661,4884845960,34156884,4,delivery,positive,2023-11-07
3134670,6181604084,4200802,2,app experience,negative,2024-11-01
8208192,2718508408,20360447,2,app experience,negative,2024-11-03
2274190,8354866000,80696046,2,delivery,neutral,2024-12-28
5575749,8025728977,26912171,3,delivery,negative,2024-04-09
9532989,6531356394,85561151,1,delivery,neutral,2025-01-18
4159082,5489184758,49529811,1,product quality,negative,2024-06-26
9149279,1377599881,48481702,4,customer service,negative,2024-05-10
2894327,227162938,28111842,1,product quality,neutral,2023-08-07
6593393,3449083612,91382237,5,app experience,positive,2024-05-09
775096,5662514948,30455484,2,product quality,negative,2023-09-29
7053125,2034571482,86167288,2,app experience,neutral,2023-10-03
6542722,348782569,72415263,3,product quality,negative,2024-08-05
4136901,8697396531,21282544,1,app experience,neutral,2023-07-07
5898159,3538455450,77345018,4,app experience,negative,2024-04-16
2993223,7513290139,26285589,1,app experience,positive,2023-08-21
3630731,8320461939,83298567,3,customer service,negative,2024-06-29
553172,8217899522,18465047,4,customer service,neutral,2024-02-26
1138430,4217056877,2903620,2,app experience,positive,2023-10-15
6829824,3684167813,46563355,2,customer service,negative,2024-09-13
6312641,5351904164,97411107,3,delivery,negative,2024-02-07
1415437,2731829604,46615831,3,delivery,neutral,2024-02-15
6968296,7162485958,75081265,5,customer service,neutral,2024-10-08
6819722,4830502113,89867195,2,app experience,positive,2024-02-01
8560926,9797013595,80571942,1,customer service,neutral,2023-03-18
2904408,9487843345,23794330,3,customer service,neutral,2024-10-25
6260794,2148242015,39093069,4,delivery,positive,2024-09-08
3449473,7465258008,51503088,3,customer service,neutral,2024-08-21
9676654,8875274470,57102800,4,delivery,neutral,2024-03-30
5646360,7049717910,44410149,2,customer service,neutral,2024-02-11
5287611,4829897426,25587553,5,customer service,neutral,2024-06-21
9208286,3532186218,24456825,3,product quality,neutral,2023-11-04
5501470,6897674900,79592021,2,customer service,positive,2024-04-08
2201588,163895717,61982521,1,delivery,negative,2023-09-25
4995551,9857592403,84275450,3,product quality,negative,2024-06-07
3365462,2521197661,13251137,2,product quality,negative,2023-09-16
528097,488314125,5716817,1,product quality,negative,2024-07-16
8894946,5073549838,75082508,2,app experience,neutral,2025-01-14
7585061,6399568661,82594354,4,delivery,negative,2023-06-13
2095888,3672658084,48228547,1,product quality,negative,2023-07-15
324284,8273236145,85763665,2,delivery,neutral,2024-07-19
4804085,3411233779,79991320,5,app experience,positive,2023-07-28
1117369,8024667539,31622158,5,delivery,negative,2023-08-07
8230467,6112199794,77086539,1,product quality,negative,2025-02-04
3317785,9484473160,21456226,2,customer service,negative,2023-12-13
1657911,9729709418,45323391,4,delivery,negative,2023-11-21
9323347,7900224799,68692574,2,product quality,negative,2023-10-29
1001453,1821414490,75632045,3,product quality,negative,2025-02-16
6467390,5813507399,76019750,3,app experience,positive,2024-10-01
7156357,3928003125,53636086,1,product quality,negative,2023-09-17
7151992,5271866987,10562528,3,product quality,neutral,2024-11-21
8681897,9794537731,85869195,5,app experience,negative,2024-12-01
6852774,4852718488,71902700,2,delivery,negative,2025-01-06
569515,8300546273,13796199,1,delivery,neutral,2024-08-13
9525031,976104194,6061349,5,delivery,negative,2023-09-10
9695621,5373961125,57081917,1,delivery,neutral,2023-12-04
8141929,6056126973,48765625,5,delivery,positive,2023-06-07
5776932,6352881332,80517784,1,product quality,negative,2024-04-14
5434624,1643234106,37691544,1,product quality,negative,2023-11-18
5453100,8697966993,85869195,3,delivery,neutral,2024-06-10
8057176,2276061263,83701325,2,customer service,neutral,2024-11-07
6846846,4045613782,61763552,5,delivery,positive,2024-04-19
5208877,2959828441,9987182,3,delivery,negative,2023-09-26
2410464,3514589876,59620534,4,delivery,neutral,2023-10-18
9081630,9444081952,72576730,4,customer service,neutral,2024-07-18
6598543,8183959589,26752630,1,product quality,negative,2023-11-22
450610,1712832927,5228136,3,delivery,negative,2023-04-19
8349571,8162867215,25713335,5,app experience,negative,2024-11-14
4285730,4160230443,87889031,2,product quality,negative,2024-05-28
4809263,9787535949,57340963,3,delivery,neutral,2024-01-27
28432,3423995261,75928073,4,delivery,negative,2023-10-07
3839071,1523343168,80862136,4,app experience,neutral,2024-07-10
4319977,1948066291,61320989,1,customer service,neutral,2023-05-23
5463524,2021361582,99695529,2,customer service,negative,2024-01-29
4356872,7491420331,27504517,1,product quality,negative,2024-11-14
7878663,994840771,85088479,3,delivery,neutral,2023-09-02
4857169,6277344634,11202130,3,customer service,neutral,2023-09-07
1942072,4092653338,13604883,3,app experience,positive,2024-10-09
6124518,7213712604,49433260,1,delivery,negative,2024-11-25
7931562,7326709115,22800586,1,product quality,negative,2024-03-14
2043914,9419789569,8733344,1,product quality,negative,2024-07-11
2626791,5388191488,74735607,2,product quality,negative,2024-11-23
4501779,9065873433,32635818,2,product quality,neutral,2024-06-01
8855501,4627342297,88843865,4,customer service,neutral,2025-01-27
7639568,4286971111,469006,2,customer service,negative,2024-08-17
5453353,645282074,13265605,1,customer service,positive,2023-07-23
