order_id,delivery_partner_id,distance_km
2163079658,81489,1.77
6971561757,23787,0.61
7965253060,3496,3.58
8939040193,46879,3.57
8322028211,20488,3.61
6865922682,98320,1.34
5912729079,56995,1.04
8764776130,25706,4.54
7769965629,89124,1.18
2166463032,57294,4.57
7035343259,71409,3.24
8914775994,30298,2.16
7565647347,1739,0.84
6172215120,283,1.34
4043585691,8666,3.27
3735186180,55800,4.49
5281459433,56847,4.07
424087401,59842,4.06
884327245,68768,3.13
6318008970,1399,3.66
3792751421,8803,1.97
5471255539,90665,4.24
9917290378,39311,1.27
208989475,2365,0.99
7672827556,25541,4.5
3792912325,82865,4.69
2478533601,79023,2.11
2255745327,96569,0.6
8612261848,33962,1.18
6949810049,68356,4.59
2399456941,95044,1.88
6292969164,60860,4.22
2929485756,98387,2.46
8757869416,89940,0.84
2653966619,20322,3.9
336103625,53527,4.58
3727289407,96404,2.24
701250513,12426,4.12
101816977,74586,1.45
7838223552,32488,4.95
4123140013,7581,2.59
9821008306,9712,0.74
5414882934,39970,2.98
9257313140,71919,1.34
3857021231,8994,3.89
1606381345,84799,1.32
239830094,64707,4.5
580582858,23439,4.39
4191340899,84191,2.05
1013630716,36890,2.58
8220017366,69432,2.59
4353485612,67044,1.22
8682172393,60531,0.99
4085089017,73060,0.95
1287686307,72260,3.84
4425450216,11470,2.32
7799346570,6267,4.86
5917975686,95635,2.29
9588500388,25906,2.55
3963207709,75698,3.13
2217466286,55729,2.22
7130088913,27018,3.43
9064682961,74646,3.91
6060156146,43137,3.34
3106610673,39962,4.04
442408751,31883,3.45
353571238,49421,1.94
4670530333,73412,2.26
4961370923,95563,1.03
8946821991,7047,2.84
5720622852,41385,4.29
7305353953,79920,1.58
1402723627,29946,4.23
9820620357,19268,1.35
1930286155,22959,2.1
6759029950,27838,2.4
9032188284,45176,2.56
9490161602,35300,0.81
8565257085,74770,1.9
4884845960,39010,3.47
6181604084,63800,0.69
2718508408,47220,4.85
8354866000,19057,5
8025728977,66000,2.84
6531356394,92872,0.83
5489184758,69415,3.02
1377599881,17690,0.53
227162938,43553,2.54
3449083612,65165,3.64
5662514948,58053,3.27
2034571482,86556,2.48
348782569,88218,2.5
8697396531,59371,1.71
3538455450,63154,2.89
7513290139,96784,3.71
8320461939,63519,4.38
8217899522,15587,4.1
4217056877,94995,3.74
3684167813,82021,0.85
5351904164,98439,1.17
2731829604,85333,0.89
7162485958,64568,2.87
4830502113,8022,2.76
9797013595,35734,3.93
9487843345,82632,2.95
2148242015,13676,4.21
7465258008,63335,2.88
8875274470,54978,1.03
7049717910,10931,0.83
4829897426,93475,3.29
3532186218,34900,4.85
6897674900,5998,2.32
163895717,45284,2.3
9857592403,36569,4.17
2521197661,49637,0.86
488314125,60702,3.13
5073549838,20915,1.01
6399568661,45002,3.42
3672658084,66143,3.4
8273236145,8874,3.75
3411233779,33913,1.67
8024667539,26395,1.85
6112199794,75415,4.43
9484473160,38707,2.47
9729709418,43891,4.73
7900224799,45482,1.48
1821414490,55493,0.92
5813507399,13303,2.37
3928003125,40065,1.46
5271866987,15044,2.84
9794537731,23014,3.02
4852718488,71839,3.31
8300546273,80645,1.58
976104194,65001,0.78
5373961125,72609,2.88
6056126973,84012,3.31
6352881332,21808,3.03
1643234106,63857,4.22
8697966993,45795,2.95
2276061263,25181,1.18
4045613782,29650,2.23
2959828441,80243,1.62
3514589876,24168,4.1
9444081952,88637,1.4
8183959589,80408,1.58
1712832927,60377,0.78
8162867215,53830,2.71
4160230443,41222,2.46
9787535949,20817,1.96
3423995261,50959,3.39
1523343168,41110,4.56
1948066291,33207,3.15
2021361582,88680,0.61
7491420331,81340,3.25
994840771,22900,3.72
6277344634,98138,2.48
4092653338,30910,4.63
7213712604,25295,2.8
7326709115,46549,3.53
9419789569,54029,2.48
5388191488,38734,0.6
9065873433,61365,2.06
4627342297,47725,2.44
4286971111,7124,1.8
645282074,19843,0.88
7260939789,13059,1.1
1716322448,66774,4.92
4293959647,72576,2.09
3331935300,14328,1.12
1775389576,59128,0.67
8194774262,19069,3.25
3615279775,33091,2.4
11467999,1908,0.68
3971267196,59116,2.74
1584863963,70947,3.64
1557893814,60172,1.85
8172695964,52140,2.43
7462800868,39973,1.77
5438961669,67068,2.1
4904849001,8244,4.42
4816980820,28954,2.31
9004078716,60691,4.57
8350353728,73339,1.62
1204084245,55802,4.5
4142209897,6857,3.27
125551624,16319,1.09
9970545044,81093,1.76
7976032064,39126,4.57
8691567542,87207,1.06
3592747590,92032,3.76
7495753437,20625,1.06
3965847120,60885,4.21
9365984533,40460,4.34
2948242102,55456,4.57
6161193691,22997,2.46
5964122835,98433,4.54
8879377902,61662,3.82
8158068874,93613,4.01
7039570964,40041,0.52
5482913265,84976,0.61
1018255782,35907,2.48
8441505853,58002,3.69
3850018395,42851,1.25
4884197611,4714,4.29
5321849748,43163,2.69
9808738347,81334,2.79
8727249149,16796,2.27
2772154780,74237,0.69
9128056381,95005,0.84
4461463308,43141,1.16
5636483988,73517,4.35
1532065529,1354,1.94
9933994647,46871,2
4823026749,97537,3.57
7453442245,69200,2.49
6519941559,88898,2.37
3798769654,96996,3.45
5034289521,98165,2.26
6971088688,33387,3.13
5650184107,60066,1.16
5770410311,96121,0.96
274530126,35596,4.22
4819831152,97045,2.73
6977688323,77691,2.86
2035952734,1616,0.84
3665334102,6292,1.11
1862413314,3855,3.96
4466643926,37936,4.72
4470717835,80246,1.91
3018086191,86332,2.04
2447983559,68149,1.82
5116322704,24469,2.51
8941550852,18037,4.18
8026773850,22178,3.97
2102402075,81176,5
989844439,77083,2.39
8426805628,88737,1.87
7662188403,80894,3.91
9141654140,38063,1.33
5696947751,58100,3.95
8953871540,62193,1.91
1767778760,57806,2.32
5516201271,32490,1.52
9358248664,52315,0.77
1530424665,53811,3.67
7816293360,81753,3.35
1602396548,64637,1.2
7938126128,50175,2.11
271744331,30354,3.23
387311360,7081,4.42
1286123100,19279,4.03
4832392771,33654,1.61
4800106448,38774,3.27
5500008514,48166,3.12
7879575037,85162,2.29
50845914,95031,3.41
9766990467,18483,1.69
4215602937,38381,3.25
238484255,87590,0.92
3293988248,19751,2.58
5296157775,68713,1.35
1143489067,68548,4.28
8524452029,65655,0.54
4256779885,71100,2.71
7744686996,4886,1.95
5427462399,87698,3.89
8596751747,95854,4.11
4746468643,5235,4.62
3010047327,65599,2.44
1236959246,76379,1.59
6600422315,46137,0.94
3227252410,66386,0.92
6972292408,46413,2.13
7562754470,46136,1.58
7361971676,18979,4.06
8875605037,16915,1.78
8508253527,11048,2.64
6798775600,81032,3.02
3624810422,83193,1.05
4740213452,85085,2.62
3825468344,35824,4.66
902245665,25868,1.57
6874299189,38460,4.85
1127125313,81996,3.32
3606548818,90473,4
5750044154,71543,2.04
3872847781,45099,3.03
5939554684,71726,1.97
676412814,88453,3.44
4248390724,49698,2.98
8938687150,99357,2.03
7898867047,51564,3.91
2142065357,1749,2.63
9024719693,96400,2.56
8976616698,46211,2.97
8792586840,44722,4.87
5375387413,53977,1.63
4252164097,11104,4.88
8423273411,81864,1.77
2551179741,50120,2.62
227511348,90637,0.84
4434464045,84509,1.19
7041011843,79645,3.37
6510283268,59772,4.4
6853654698,57378,1.16
9338996795,85003,4.45
7346145952,32434,0.76
6497069610,80825,1.13
1741402363,29182,1.4
4825878367,96209,4.4
7019011442,15863,2.49
1674463798,17663,0.99
305684588,70029,4.53
5967495442,7004,1.54
2571047526,45704,2.29
7784811086,83254,1.07
7942005230,44185,2.99
6653543195,68173,2.42
397928918,80520,4.32
776120140,28491,2.58
8293188779,71056,2.18
178737268,66743,3.03
5246598523,67554,2.03
1172544737,27338,4.9
6419533291,32799,1.37
882083749,42317,3.82
3185510401,60744,2.04
7760767006,88497,2.21
3833878150,27906,3.31
369899578,85235,2.12
1944466212,77615,4.02
4064447117,36940,4.11
1553685597,246,2.21
3682284811,10177,1.6
291439357,8626,4.33
8285784194,72635,1.17
5058742647,25730,0.93
6917020296,41276,4.71
6671181961,46269,4.07
5123439997,55720,0.93
8510183245,94891,4.02
6081384585,96881,0.74
4423613746,1185,1.54
1530472691,7489,3.45
7009303199,72585,0.72
5386652055,4038,3.92
4413239746,21923,4.76
4988875078,3617,2.9
1617565217,5577,1.3
392038758,62825,1.35
1828727552,92001,2.35
7119397338,39725,0.5
2611271708,54792,1.02
7162509481,20373,2.82
131913576,27197,0.76
6627201490,31046,3.58
4644950813,2614,1.44
9434934993,95990,3.81
2556317798,76160,4.01
2826150539,19554,3.16
4283803308,29754,2.2
6873424093,61533,2.72
4741294126,84476,1.18
4967241271,73253,4.29
9554079946,90188,1.05
4601205399,36629,1.75
5633967304,93942,3.63
4168163237,32090,2.18
5924297360,50579,3.57
2120299901,35726,2.67
1070876534,14388,0.64
7032280048,41473,0.5
156346853,16610,1.43
6873267326,63685,3.17
1370661468,83004,3.11
3612128358,63526,2.81
1736953222,46700,4.92
9107923488,22157,4.98
4378877600,31527,0.94
3232762361,89153,3.74
1831641377,48691,4.35
562428866,47688,3.8
4607715908,22498,2.31
4804575203,32008,2.47
8287234948,4824,1.92
6074452586,11946,2.12
6821790656,64612,3.92
7821942520,11136,2.62
3012496270,96443,4.62
8980370750,29273,2.34
6535672015,91217,3.94
6999060704,29169,4.34
9403732731,97526,4.7
5649255352,42987,1.79
5034409841,71481,1.76
9072111617,7933,0.69
9556880451,26471,0.88
4602796463,15486,4.75
6061353924,5451,2.47
4366519080,71938,4.15
1324817141,88990,3.53
5419080144,87381,3.05
8813470284,39091,3.15
3182992799,26718,4.56
7792996715,57039,4.66
6962624734,32296,1.69
5948662456,39614,0.64
3395675979,8303,2.55
7550368787,25992,4.12
8357671697,16324,1.14
9600704922,40938,4.99
9915229426,7428,1.69
9927474026,85439,0.9
6310535397,8620,3.54
8045941430,43620,0.64
4390394582,97518,4.85
5062545226,54305,1.59
2836701831,84057,1.63
4115492281,99505,2.16
3554645781,64263,3.43
3983605701,58335,2.75
8581516385,29947,2.41
8290229112,29611,2.06
1195560119,6698,1.79
5077327994,93285,4.36
2945185661,6710,2.76
3951005873,73170,4.02
3490816523,16914,4.88
6739114301,10714,1.42
5728818155,40143,1.82
7713651693,17257,4.26
5452048621,51769,1.74
2297027645,67885,2.68
2438302298,96633,2.07
578811216,5169,0.57
8684710720,45070,3.27
1249797614,18282,4.91
8013026217,53586,2.31
5421697986,87496,4.2
8922741261,48378,2.01
3441102335,47299,1.66
6065607924,13007,2.71
5153395650,19704,4.12
2215235447,26672,3.74
5678676134,90181,4.35
5045588926,32917,2.76
1677502866,1304,2.08
4777610024,34722,1.04
477350788,87,1.37
4616699342,34959,2.98
8849914077,91680,4.75
9183435457,11473,0.97
6922646336,26070,3.81
3228806806,4696,3.64
4893095476,71356,0.74
7773468233,3584,1.17
5928657526,91083,4.07
4435936422,84583,4.98
6031122324,85429,2
7286969496,22044,1.03
4665508413,31212,4.23
9224598372,432,3.72
842020543,13649,0.67
7237143327,40577,2.12
5095141954,66856,2.62
6229535077,58180,0.57
2984879441,87895,4.76
785895477,94534,3.1
6220343481,80069,3.67
5897343054,2375,3.75
60465,58998,3.97
2245476104,18768,4.97
6347292505,14479,1.12
8321900643,83965,3.41
9639033064,69379,2.6
2748368258,83680,4.85
1444371693,20972,4.19
7111342746,24182,2.46
9457576236,62085,1.2
4167252733,29916,4.92
4304875010,31244,3.42
4870910859,55357,2.21
3674118222,34829,3.11
38408517,84919,4.98
3081609596,77266,4.39
1390229631,93232,0.65
7498092418,54791,0.6
3334055527,63631,0.72
8729426842,75375,2.81
1722808791,24901,1.42
9775070757,13251,4.66
4737779056,18157,1.64
2047483376,55201,0.53
4758632331,87979,4.89
4741574337,8790,4.22
5805120939,42843,2.52
7550508,38073,2.21
1966056265,1498,3.87
6363072906,44781,3.02
7389054351,81899,1.6
7146572423,63798,3.16
4590810848,58417,1.32
9226364404,69366,1.45
6687792641,85941,1.91
5183577434,48713,3.31
7440785414,14917,2.09
7932057095,5226,2.07
6126906924,2241,3.73
8997788831,69051,0.77
3480516243,7250,3.77
1234692850,33571,1.94
4954911880,79410,1.8
504060154,95455,4.8
8723752267,61593,2.82
5724116944,93687,1.74
8161349145,34205,1.37
2985254380,9722,3.82
9837170359,62865,0.59
3915323515,4185,4.27
8829163586,39532,3.08
961526405,5497,1.56
5792721465,59382,0.75
8094117960,7809,0.57
9318325652,78258,4.54
852676412,76980,3.17
6487883093,54257,0.6
5398965602,42648,1.47
6149664144,53283,0.63
6231586256,10306,2.71
4598622116,61134,4.18
8971796779,9562,4.52
2148246883,64363,3.85
4357632507,7296,4.26
3323576462,62311,1.1
4220834107,39345,2
4409513224,42130,4.43
5610159677,19987,2.26
6259219127,17129,1.25
5628497118,87309,1.16
1508576390,46857,3.05
5922953060,71666,3.98
5130838561,26109,2.25
3217749279,21471,1.71
9279422297,29442,0.89
222955546,69541,1.31
8290493339,23578,3.59
6418952352,27372,2.95
8978231928,5320,0.51
3746306403,24591,4.05
3157198428,42198,0.51
981939883,60237,3.17
6569836274,18594,0.84
5695124358,12767,2.51
773335066,91032,4.68
3618712852,68636,3.09
6009732867,91790,3.52
7269785858,6677,1.52
5798831066,15811,4.27
5330654120,21693,1.59
462189338,90802,1.26
7536187765,37981,4.69
9938820107,22973,2.65
9410751894,38915,0.89
9172888683,86299,3.76
8018695018,75374,0.65
7456610316,78607,0.92
5627902734,78934,1.98
5189768940,38893,2.66
173709007,80576,1.02
1485229334,24486,1.95
9334479603,10385,4.73
8674211510,59298,3.58
390257855,10059,2.42
6642374542,33880,4
6585999443,41264,4.01
622705569,50356,4.91
1635083835,52328,2.2
7359512417,99158,1.12
9237698013,97783,1.08
3492935177,92168,2.14
4324086468,98362,3.56
9171218505,20611,1.29
5068157547,88481,4.74
8558710948,77005,4.25
3184669775,19867,1.65
7079324691,462,4.08
4210311922,10778,2.81
7660037070,70814,1.94
9410025634,88594,4.12
6798589010,91875,3.82
5401466202,7713,1.09
9102648124,87083,3.97
1969956670,72157,2.05
1194228460,35853,2.61
9628463148,5444,1.55
7745364283,23255,2.67
9892343037,19236,1
1588828749,54662,4.49
4037647778,651,1.84
6664301655,67132,2.45
7096225581,33119,2.23
79029185,72146,4.12
7831967187,34714,1.18
482214790,49560,4.85
5931307224,44956,2.44
6410432854,44093,3.43
6124624375,53745,4.25
8992870838,81482,4.64
8377146126,5897,1.35
7852428533,50641,1.34
9258876870,20123,4.13
6810940082,15147,3.66
3330538479,52024,4.86
7270469981,60463,2
5636241570,98065,3.06
4467471002,81664,2.01
6201821502,57553,4.2
6144140039,6277,4.66
3310749597,34920,1.33
5085488484,30364,2.76
587498345,93712,2.64
5136205193,35041,1.22
9321319130,57794,3.69
9113393578,37638,2.46
3860678807,82696,4.14
3603683788,64456,4.22
4472082279,33852,1.4
4104732514,95165,0.98
9050314096,63220,3.43
9296105870,24307,1.28
4678456188,70252,3.44
812386333,10021,3.01
8100314462,60492,1.25
781509952,41511,3.64
1918416669,33170,1.92
1152165724,53106,3.92
9664390656,16129,4.67
2686950796,7632,4.05
7332801173,81859,1.01
3503438244,17071,3.61
4044591373,22077,2.21
7817195618,69802,2.89
8974710941,23334,1.07
2811268404,8913,4.68
7251548462,29113,1.49
352037003,37403,3.64
8510312737,38863,2.81
3242700095,53498,4.34
5833898647,15139,2.45
7212771842,7028,1.5
7799757050,15948,1.63
9593303695,98145,1.54
7709693536,187,3.89
5092922964,87013,2.13
8318806722,65916,2.01
4352870279,13768,3.18
6722040962,60055,1.47
1690831615,12676,1.77
6475689021,46744,3.76
8361280131,25910,4.57
2664549359,6230,2.72
9510912773,79994,2.71
3654462337,60908,1.46
2308652017,90365,2.4
8300200841,19811,2.37
5027243163,72202,3.13
713290065,69957,2.53
2006434350,5355,1.71
6587221270,8043,3.78
969705468,86249,2.3
4492000627,51632,1.48
977290328,80011,1.93
8735245723,81631,2.09
6299539090,11906,3.6
2177211652,51339,2.31
8972569491,43612,1.91
7658414712,65853,0.69
2069355540,46546,2.68
4084790776,74479,4.27
8716008121,94222,1.07
9781965606,41676,4.27
8380133046,83971,4.5
691827543,32846,2.76
5750245858,11457,2.98
1578150657,95773,0.97
9069556587,45086,1.42
8396347551,84471,1.44
6083487488,71075,2.4
3191281184,6400,3
6397409024,47831,3.59
9021529086,70207,1.85
8214544415,93269,3.52
8569302709,53705,2.25
2219192870,46891,4.83
8537081061,17933,1.22
9284683425,40427,2.84
9774193601,23828,3.18
7496826261,70218,2.98
1058749075,94872,4.26
7128038799,23163,4.31
3596318350,79071,1.85
3187042843,56554,4.12
4673500573,31637,4.03
881900445,31909,0.96
9874112459,1360,2.04
4531430634,18850,1.75
6715699166,10552,0.84
4171748538,38252,2.39
4093115982,47309,1.77
2515279840,69394,4.6
4981424948,25002,2.71
1911064507,19465,2.83
6438392384,66077,3.53
5859840400,47423,4.78
7640576778,28726,3.4
5453475937,96220,4.01
653610300,31516,1.98
730299055,66096,0.6
8396250231,13826,1.47
8556969682,17465,4.62
7159670875,18099,2.68
4922278509,29558,0.58
8151274002,38275,1.58
5373978100,79638,3.66
6210207010,90871,3.89
1837403174,10176,3.73
1148265823,31213,4.48
8472487149,43294,3.43
9111535172,19224,4.93
6558001978,39255,3.47
2762095386,69303,4.68
2406325099,27946,1.81
4274182127,56552,3.32
7271609994,21302,0.95
9182539734,19556,1.95
7891517071,47196,2.08
3666182849,43230,2.03
8724590445,47010,1.18
7919863938,68044,3.38
3545539999,56431,1.83
7463392603,18713,2.37
7296733293,66098,4.5
7118924734,23488,3.94
2529809156,71519,1.81
2216699744,75428,0.54
8257221712,19186,2.3
1357352531,35782,2.03
2108138590,67215,2.89
5648212121,90177,3.15
3951878528,28174,1.68
8310385249,6118,1.68
7513562596,10923,1.73
6304586678,36388,4.28
5222812863,17086,4.12
5393039591,31204,3.92
6708586922,86114,1.99
3177552965,8594,3.46
607125614,55507,1.86
139417019,22566,2.1
1893231742,69619,3.67
3580010065,80806,2.51
962319394,94025,3.77
8321726382,199,3.57
1485682761,94732,4.92
5008756947,86785,0.73
1334996274,35323,2.16
2914506024,94705,4.82
8811831663,64662,2.57
875427533,81548,4.89
5865390748,71450,1.86
4054828941,43029,1.48
1257568604,44274,2.41
2738862626,46667,1.83
7352532839,58851,2.79
520221662,85866,2.16
7818925535,27625,2.24
3476023750,37075,4.5
8945838922,82508,2.96
2233053313,67838,2.81
1844073851,76415,3.04
8348125769,33620,4.4
8475818223,37091,1.72
4270941188,4506,1.38
2611200126,56652,1.86
8573833987,92757,1.44
2979246068,81847,0.69
6779895105,39690,1.69
1731478314,3611,4.16
3692405872,36429,4.61
8853713324,72198,4.76
979766779,55258,1.15
5709672475,12442,1.7
3855709201,78393,4.71
6861065282,70502,4.02
7919724613,4767,0.94
7882742057,60422,2.57
1929002406,6504,1.1
2458349464,92293,2.94
6608328221,43351,1.44
7736615348,67076,3.03
2591738507,76434,2.65
6751537971,33447,3.35
9768154003,14323,1.43
5887288860,90694,4.07
3559865135,90401,0.8
209044447,79837,1.28
9643668734,79734,4.91
6115465612,57658,0.93
8493723088,98580,4.04
6392024503,10391,3.61
9863468109,44564,1.29
5448628635,36280,2.27
3329455953,8271,3.85
3584190892,44526,4.28
9097056321,26978,3.53
525741957,28414,3.07
5387395051,63460,3.76
6799246060,84316,2.09
8986314607,72548,2.89
1085912198,45229,3.36
3423328091,87845,3.65
9848366909,73787,1.33
936021770,2107,0.98
8916215165,3089,0.56
389558867,23492,2.8
7616883530,75823,1.61
3851744248,82050,1.07
4953665655,95729,1.54
962864152,58963,3.81
923668833,48623,3.21
4022122330,76472,3.26
4564846800,41373,3.51
690652905,24116,1.86
716741661,24941,1.69
6575532281,43140,2.84
7486807731,58099,3.87
9721870982,12717,3.31
8105823343,10154,4.74
7113554979,60033,2.81
507373134,79937,1.25
4674132573,44189,4.18
487395969,10746,1.18
3962007460,87494,4.39
2272882287,92563,2.72
4426246696,97040,3.28
1714709914,39465,3.16
3159133564,3774,2.57
4531739740,2730,0.75
3158981349,64734,0.81
1789010378,62408,4.45
705203916,51498,3.18
7255510932,75343,1.88
1991167685,97004,3
5103721089,48344,3.14
9674006557,74578,0.79
1073466441,46168,4
5407006470,72572,2.14
747347782,88192,1.68
8554063149,61925,1.63
4855215470,41692,2.99
5008998072,68214,4.78
9696466906,22128,2.71
7189534591,89782,4.46
9965941354,10750,4.93
1275232752,80057,0.93
343479370,63936,4.96
2485933387,91595,4.21
6735843326,42373,3.25
6384313098,33058,3.43
1022032613,20565,3.86
8026892264,34461,2.11
7158825499,32726,2.49
5327013494,99300,2.61
1002526452,56579,0.68
4650525854,17326,3.32
6260291784,11624,4.54
1884314278,32462,1.27
7074219396,80741,3.56
807183459,23145,1.27
598539940,71176,3.24
427702490,82652,1.08
955844536,35124,2.61
5397640599,61581,1.21
3451246886,17814,0.75
8487733248,39978,1.34
2921621434,58563,1.47
4757133884,38740,2.19
1793847102,63715,2.63
6197760573,34868,3.59
6818660907,81901,0.98
7807587130,4160,2.3
4540563647,17669,0.88
2480913332,86820,4.13
5735481292,75148,2.09
7112326373,63548,3.01
614274161,22704,2.57
5512258335,10688,3.82
1214757247,57089,4.08
4211686231,18758,1.43
5288088590,37879,2.73
1193525681,91249,1.02
5132095929,96312,4.42
7703144556,67233,3.12
6786199145,82010,1.32
2463627380,20216,2.08
6331115638,69994,2.75
9212312136,33363,2.94
6788500162,97174,3.47
2166421384,52405,4.4
2744509800,21797,0.78
8806260669,37678,1.2
7773287963,19710,2.86
8153845667,62899,1.03
8345887091,52252,2.54
6638429050,61637,2.71
4132900691,91813,1.32
2119346062,62669,4.14
689310626,42464,2.08
9246993674,40297,2.21
2282234185,5912,3.74
9697170386,88029,1.72
6376147802,83140,4.03
7415158732,7676,1.24
343300311,90807,1.36
3922539531,92783,4.28
7634516705,57257,2.98
8731122718,86271,2.48
9471236505,81145,2.33
9497014025,52244,3.85
592358946,90258,1.19
9680783354,42017,4.59
6109792602,97828,4.67
2734817654,46050,4.64
6380542008,77591,0.77
4784760589,86412,1.71
1577703194,52523,1.23
6758737749,51417,1.95
4081640450,87928,1.33
9258266990,96885,1.45
2109410707,13085,2.08
576022547,66178,1.09
2106943908,33162,0.78
6541281594,45396,1.75
2664220988,78144,3.01
493514666,5754,2.94
9658669384,38162,2.18
8765283513,3995,1.96
6421427812,72973,2.27
4467093205,61809,3.55
7560862152,91464,4.12
8218080678,47082,3.39
8196173573,50964,4.9
1174856327,32165,2.72
9754365788,65577,2.02
8398774908,61857,2.08
626433439,35365,2.41
3097299525,3839,2.93
5367488413,40803,2.75
3700795655,72145,4.27
3161904185,8553,3.18
8149944548,18686,0.86
4961830447,18510,4.91
613578154,76149,1.45
2582466700,73868,1.43
3840910839,90827,0.84
399559401,54586,1.28
4037817241,21197,0.67
582598096,7481,1.81
9218060399,64460,2.45
6650174202,54603,3.13
2715902884,79144,4.67
7957986242,27358,1.85
7148568995,72059,2.26
670358911,46172,4.97
6098277214,79553,2.7
4621664126,26442,1.77
6336460663,67600,1.81
909027635,26723,1
2854202683,32711,1.33
7936387697,66425,4.8
8337736091,43777,1.67
4404350734,84786,2.04
6565246127,95850,3.42
3494650073,39392,3.6
1920923798,52231,1.59
5069524975,36149,3.11
3873368520,38324,3.89
3111414152,60058,1.11
7104489974,69094,2.74
3211566084,63791,4.68
2416717644,50707,0.62
4535670244,93707,3.4
7309958460,96501,2.26
9996182478,48495,2.97
2231942521,62672,3.8
554028972,2944,1.92
8756001290,69588,2.89
8047899303,48899,0.93
9720683332,95640,3.3
218670241,92976,2.41
1382880255,88383,1.55
332975964,69991,1.97
2638683222,3648,2.25
9150146711,30271,3.51
1553626879,72392,3.17
9271384187,70464,0.94
1409544327,69320,1.17
637100019,76292,3.09
186083059,1807,0.69
1804073530,59672,1.8
5291430311,95600,4.04
6947225582,86451,3.75
5710643134,8691,1.71
8329733630,11186,1.17
6772651293,56773,0.79
581212790,48586,1.5
4766571706,97889,4.87
9961298199,21653,3.91
8102675591,88871,2.96
604050223,19260,3.69
782327552,96347,4.95
6156638188,69037,1.47
6475299855,18820,3.43
689110145,22197,1.81
2785467351,17432,1.46
7188270379,55032,1.56
9209192342,23219,3.05
3193016310,11489,1.65
9743228131,82266,1.98
4417542973,38726,2.35
3065857200,21536,3.64
6994732191,25109,3.02
7663189769,50493,1.4
5012619147,9915,1.55
7456088789,72015,2.87
3270559373,81866,1.43
4703798183,75874,0.96
3968840556,31983,4.67
2331647373,34574,1.58
6683347454,86987,4.09
5710259220,87697,1.2
9871546057,951,4.12
5459704311,54075,1.83
3426702134,4336,3.18
7671357353,73213,2.85
9656230693,63639,1.51
3315369956,34924,4.85
1762287720,15003,3.28
4816206081,12801,3.41
2808133351,70241,4.26
3444569396,74223,1.28
9704671447,83778,1.25
6454001692,28635,1.8
2624508626,32652,3
932273820,48216,4.92
7908614088,80984,2.89
9730765358,93026,0.52
4748284156,77950,2.88
1829286278,39836,1.89
3180415318,34284,4.65
1008158736,26508,3.48
5092816701,43823,3.66
4339850858,53728,2.16
1564040362,80698,1.46
4856827800,4610,4.24
2465711187,94564,3.36
7741314063,35348,1.53
6973696848,32179,4.18
443178123,38965,2.37
2155491764,72093,0.85
282887897,79472,4.01
1014190951,80162,1.47
4632027192,6632,1.36
9196809062,2987,3.59
3802671506,38523,4.5
931138604,69770,2.66
6507222211,20296,2.42
9091185978,28584,2.2
6314310505,98855,1.39
2711467206,63249,1.81
1359318731,34201,3.4
4521042050,40126,0.6
1317016672,11412,1.51
7624598493,36089,0.6
1753431230,42674,1.3
8650539199,73657,3.16
3276478503,41400,2.75
5080943123,27168,0.6
6158083683,76731,0.51
9228072842,20581,4.76
4028432722,66007,1.91
3679730192,55300,1.93
71793937,63892,4.33
47467466,60202,3.41
4538136436,80929,2.61
8750169461,88001,2.69
9371021811,82734,4.52
679274212,12916,0.52
6601671674,5103,4.33
2708441500,11379,3.47
9548480220,11612,4.19
5440864021,56201,3.98
5705224767,50670,4.49
9945458771,10844,4.17
336832815,23603,0.86
9543126726,42216,2.35
5134666123,72594,3.83
5663657880,79020,0.55
5352647396,6854,2.2
7995172779,62870,3.36
605779703,68537,4.55
685688121,32044,3.89
5966726971,51902,0.96
6763510083,95417,2.49
6735813139,58945,3.18
8361205778,55780,2.81
3640952655,15926,1.05
6395279829,18102,2.65
339410846,93237,3.55
8924056486,20522,1.23
6616322616,53617,3.33
4178578583,76083,1.37
7558107764,2704,3.73
7894708851,97823,1.18
1916638346,35010,1.96
4973943462,40489,1.7
6567129123,43806,4.66
8702642032,48604,4.57
7857954356,79173,1.51
5376218500,38067,3.84
3452449295,48310,3.74
1694826296,15133,1.67
9449954611,64018,3.51
7722059222,59534,3.4
2871448124,59357,1.16
4158839033,26464,2.28
9936118648,91322,1.69
6804747901,71158,1.43
7579444448,96702,1.09
4379043082,29561,4.05
4212894712,52325,2.25
7962511808,33403,2.74
6478815087,73936,4.68
6239166986,89070,4.44
9894863460,10817,1.31
2982638677,30985,2.75
3284797515,76320,1.32
8895501673,50064,0.95
914992221,77449,2.53
2067729457,15319,4.67
5389250154,78231,4.04
4352973016,33825,4.36
7667555396,33288,4.42
168804744,16671,1.5
854218304,13622,0.86
2616618240,89491,1.43
8891144024,45152,4.79
4606856320,35528,0.74
1876194333,56344,1.2
1471186096,80106,3.78
4763556417,49554,3.35
5961097387,73762,2.67
1509646137,67798,1.71
7533431274,93471,1.85
3598818329,28683,2.85
2561337790,43692,1
2359692348,74057,0.66
3146098826,29471,3.16
8638050442,50161,1.43
1833854180,25656,1.13
5687148136,50176,3.98
7133253616,76051,2.39
7899569162,31475,1.06
6119637917,65328,3.86
4924477011,43813,2.57
577458306,52312,3.65
1605287230,24637,1.98
5743074720,88405,1.24
1645477578,22284,0.71
